stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station,thoreb_id
3102,12220-2,"Kivisilla",,59.43555,24.75897,,,,3102
3103,12220-1,"Kivisilla",,59.43563,24.75864,,,,3103
10403,12305-3,"Kivisilla",,59.43517,24.75970,,,,10403
1259,11501-1,"Laulupeo",,59.43315,24.77774,,,,1259
1260,11502-1,"Laulupeo",,59.43307,24.77711,,,,1260
1300,12206-1,"Hobujaama",,59.43802,24.75741,,,,1300
1301,12207-1,"Hobujaama",,59.43761,24.75733,,,,1301
1272,11801-1,"J. Poska",,59.44012,24.78559,,,,1272
1261,11601-1,"Bussijaam",,59.42679,24.77312,,,,1261
1353,13102-1,"Hotell Olümpia",,59.42893,24.75874,,,,1353
1343,12903-1,"Püssirohu",,59.42793,24.76540,,,,1343
1344,12904-1,"Püssirohu",,59.42781,24.76492,,,,1344
2300,13601-1,"Mõigu",,59.40628,24.81604,,,,2300
1345,12905-1,"Filtri tee",,59.42161,24.77381,,,,1345
1351,13007-1,"Filtri tee",,59.42074,24.77166,,,,1351
4052,13009-1,"Järvevana",,59.42263,24.78577,,,,4052
126808,07504-1,"Renniotsa",,59.41449,24.76057,,,,70
126809,07505-1,"Renniotsa",,59.41296,24.75794,,,,71
1372,13604-1,"Kaabli",,59.40806,24.81126,,,,1372
1373,13605-1,"Kaabli",,59.40792,24.81037,,,,1373
129018,13602-1,"Kanali tee",,59.40813,24.80792,,,,154
1333,12605-1,"Tõnismägi",,59.43148,24.73952,,,,1333
1283,12003-1,"Vabaduse väljak",,59.43251,24.74267,,,,1283
1284,12003-2,"Vabaduse väljak",,59.43235,24.74206,,,,1284
1285,12003-3,"Vabaduse väljak",,59.43217,24.74137,,,,1285
1631,21206-1,"Kaubamaja",,59.43437,24.75576,,,,1631
1632,21206-2,"Kaubamaja",,59.43500,24.75569,,,,1632
1633,21206-3,"Kaubamaja",,59.43456,24.75575,,,,1633
14902,21222-1,"Kaubamaja",,59.43441,24.75606,,,,14902
1089,07501-1,"Tallinn-Väike",,59.41335,24.74839,,,,1089
146862,13005-2,"Lindakivi",,59.42010,24.79391,,,,6152
1315,12301-1,"Hotell Olümpia",,59.43102,24.76046,,,,1315
1354,13103-1,"Hotell Olümpia",,59.43111,24.76120,,,,1354
1328,12504-1,"Keskhaigla",,59.42880,24.75253,,,,1328
1327,12503-1,"Liivalaia",,59.42806,24.74938,,,,1327
11608,11610-1,"Lubja",,59.42752,24.77859,,,,11608
1090,07502-1,"Auru",,59.41278,24.75255,,,,1090
1091,07503-1,"Luite",,59.41486,24.75517,,,,1091
136269,10508-1,"Kanuti",,59.44096,24.75340,,,,4590
1293,12103-1,"Mere puiestee",,59.43762,24.75321,,,,1293
1294,12104-1,"Mere puiestee",,59.43756,24.75337,,,,1294
1303,12209-1,"Mere puiestee",,59.43831,24.75407,,,,1303
1304,12210-1,"Mere puiestee",,59.43782,24.75364,,,,1304
150730,00159-1,"Ajutine peatus",,59.43972,24.78112,,,,1698
150731,00160-1,"Ajutine peatus",,59.43831,24.77088,,,,1701
1230,10702-1,"F. R. Kreutzwaldi",,59.43830,24.76981,,,,1230
1231,10702-2,"F. R. Kreutzwaldi",,59.43839,24.77034,,,,1231
1305,12211-1,"Hobujaama",,59.43711,24.75862,,,,1305
3402,12211-2,"Hobujaama",,59.43711,24.75866,,,,3402
3604,12223-1,"Hobujaama",,59.43726,24.75833,,,,3604
3605,12222-1,"Hobujaama",,59.43723,24.75838,,,,3605
3606,12221-1,"Hobujaama",,59.43740,24.75819,,,,3606
1273,11802-1,"J. Poska",,59.44097,24.78642,,,,1273
1274,11803-2,"J. Poska",,59.44098,24.78701,,,,1274
1275,11803-1,"J. Poska",,59.44083,24.78666,,,,1275
1278,11903-2,"L. Koidula",,59.43910,24.77716,,,,1278
1279,11903-1,"L. Koidula",,59.43901,24.77643,,,,1279
1339,12801-1,"Oru",,59.44355,24.80015,,,,1339
1340,12802-1,"Oru",,59.44335,24.80241,,,,1340
132664,12803-1,"Oruvärava",,59.44326,24.80566,,,,4077
1306,12212-1,"Pronksi",,59.43746,24.76375,,,,1306
1308,12214-1,"Pronksi",,59.43712,24.76218,,,,1308
1309,12214-2,"Pronksi",,59.43711,24.76158,,,,1309
147022,11804-1,"Reidi tee",,59.44205,24.78883,,,,6155
147023,11805-1,"Reidi tee",,59.44232,24.79074,,,,6156
1232,10703-1,"Tallinna Ülikool",,59.43854,24.77137,,,,1232
1233,10704-1,"Tallinna Ülikool",,59.43843,24.77141,,,,1233
1262,11602-1,"Bussijaam",,59.42785,24.77481,,,,1262
146374,11602-2,"Bussijaam",,59.42803,24.77550,,,,5954
1236,10901-1,"Hotell Tallinn",,59.43491,24.73149,,,,1236
1237,11001-1,"Tehnika",,59.43460,24.72604,,,,1237
147026,11807-1,"Lauluväljak",,59.44510,24.79787,,,,6158
150553,00152-1,"Lauluväljak",,59.44604,24.80003,,,,6296
1335,12701-1,"Lillepaviljon",,59.44839,24.80297,,,,1335
1336,12702-1,"Lillepaviljon",,59.44816,24.80330,,,,1336
1337,12703-1,"Maarjamägi",,59.45177,24.80693,,,,1337
1338,12704-1,"Maarjamägi",,59.45293,24.80824,,,,1338
142464,12706-1,"Mälestusvälja",,59.45648,24.81028,,,,5921
1223,10503-1,"Linnahall",,59.44347,24.75011,,,,1223
1082,07404-1,"Hallivanamehe",,59.40608,24.73291,,,,1082
1083,07405-1,"Hallivanamehe",,59.40564,24.73206,,,,1083
1053,06801-1,"Järve",,59.39998,24.72803,,,,1053
10470,06803-1,"Järve",,59.40162,24.72831,,,,10470
1079,07401-1,"Kalev",,59.40968,24.73665,,,,1079
1080,07402-1,"Kalev",,59.40982,24.73606,,,,1080
1081,07403-1,"Kalev",,59.40921,24.73565,,,,1081
1329,12601-1,"Kosmos",,59.42904,24.74354,,,,1329
1330,12602-1,"Kosmos",,59.42889,24.74334,,,,1330
1331,12603-1,"Kosmos",,59.42823,24.74232,,,,1331
1332,12604-1,"Kosmos",,59.42902,24.74296,,,,1332
1076,07301-1,"Tallinn-Väike",,59.41495,24.73992,,,,1076
1086,07407-1,"Tallinn-Väike",,59.41444,24.73943,,,,1086
1087,07408-1,"Tallinn-Väike",,59.41544,24.73956,,,,1087
1286,12004-1,"Vabaduse väljak",,59.43388,24.74661,,,,1286
1287,12005-1,"Vabaduse väljak",,59.43202,24.74585,,,,1287
1288,12006-1,"Vabaduse väljak",,59.43271,24.74588,,,,1288
1289,12007-1,"Vabaduse väljak",,59.43322,24.74579,,,,1289
1324,12403-1,"Vabaduse väljak",,59.43396,24.74633,,,,1324
1247,11301-1,"Vineeri",,59.42374,24.74287,,,,1247
1248,11302-1,"Vineeri",,59.42466,24.74269,,,,1248
1249,11303-1,"Vineeri",,59.42288,24.74234,,,,1249
1250,11304-1,"Vineeri",,59.42232,24.74239,,,,1250
1251,11305-1,"Vineeri",,59.42465,24.74259,,,,1251
138683,11302-2,"Vineeri",,59.42463,24.74269,,,,5703
1290,12101-1,"Viru",,59.43618,24.75149,,,,1290
1291,12101-2,"Viru",,59.43606,24.75113,,,,1291
1292,12102-1,"Viru",,59.43547,24.74967,,,,1292
1634,21207-1,"Viru",,59.43576,24.75095,,,,1634
1635,21208-1,"Viru",,59.43630,24.75226,,,,1635
4341,12101-3,"Viru",,59.43580,24.75036,,,,4341
1054,06802-1,"Virve",,59.39767,24.72609,,,,1054
136268,10507-1,"Kanuti",,59.44091,24.75316,,,,4589
1225,10601-1,"Linnahall",,59.44332,24.75033,,,,1225
1226,10602-1,"Linnahall",,59.44342,24.75007,,,,1226
147047,10709-1,"Pikksilma",,59.44357,24.77992,,,,6163
147048,10710-1,"Pikksilma",,59.44338,24.78266,,,,6164
147024,11806-1,"Reidi tee",,59.44286,24.78875,,,,6157
147045,10707-1,"Uus-Sadama",,59.44131,24.76954,,,,6161
147046,10708-1,"Uus-Sadama",,59.44158,24.77202,,,,6162
5501,12307-1,"Tornimäe",,59.43373,24.76063,,,,5501
126456,12309-1,"Tornimäe",,59.43319,24.76136,,,,40
1228,10606-1,"Reisisadama A-Terminal",,59.44461,24.76014,,,,1228
13603,10609-1,"Reisisadama A-terminal",,59.44455,24.76015,,,,13603
1241,11102-1,"Koidu",,59.42919,24.72950,,,,1241
129019,13603-1,"Kanali tee",,59.40837,24.80627,,,,155
133530,13304-1,"Kanali tee",,59.40778,24.80649,,,,3220
130009,43168-1,"Oomi",,59.40266,24.81273,,,,206
1264,11604-1,"Bussijaam",,59.42857,24.77622,,,,1264
11607,11606-2,"Bussijaam",,59.42828,24.77670,,,,11607
11609,11605-2,"Bussijaam",,59.42754,24.77773,,,,11609
11610,11603-2,"Bussijaam",,59.42816,24.77695,,,,11610
11605,11707-1,"Keskturg",,59.43182,24.76779,,,,11605
11606,11702-2,"Keskturg",,59.43192,24.76757,,,,11606
11611,11706-1,"Keskturg",,59.43160,24.76755,,,,11611
11612,11701-2,"Keskturg",,59.43163,24.76849,,,,11612
138901,13516-1,"Lennujaam",,59.41646,24.79659,,,,5726
1349,13005-1,"Lindakivi",,59.41963,24.79161,,,,1349
1350,13006-1,"Lindakivi",,59.41953,24.79254,,,,1350
1267,11607-1,"Lubja",,59.42730,24.77888,,,,1267
4430,23152-1,"Mõigu",,59.40434,24.81063,,,,4430
4431,23151-1,"Mõigu",,59.40489,24.81052,,,,4431
1316,12302-1,"Paberi",,59.43354,24.76246,,,,1316
1317,12303-1,"Paberi",,59.43353,24.76231,,,,1317
12742,13606-1,"Pühamägi",,59.41124,24.80213,,,,12742
1346,13001-1,"Sossimägi",,59.42531,24.78336,,,,1346
1347,13002-1,"Sossimägi",,59.42448,24.78432,,,,1347
1348,13008-1,"Sossimägi",,59.42547,24.78186,,,,1348
1628,21203-2,"Estonia",,59.43386,24.75259,,,,1628
1629,21204-1,"Estonia",,59.43352,24.75195,,,,1629
1630,21205-1,"Estonia",,59.43390,24.75177,,,,1630
14969,21203-1,"Estonia",,59.43368,24.75282,,,,14969
10378,21217-2,"Estonia 2",,59.43356,24.75201,,,,10378
4325,21217-3,"Estonia 3",,59.43349,24.75216,,,,4325
4326,21217-4,"Estonia 4",,59.43342,24.75226,,,,4326
4327,21217-5,"Estonia 5",,59.43335,24.75237,,,,4327
4328,21217-6,"Estonia 6",,59.43327,24.75248,,,,4328
1240,11101-1,"Endla",,59.42934,24.72501,,,,1240
1245,11203-1,"Lilleküla jaam",,59.42606,24.72793,,,,1245
1238,11002-1,"Tehnika",,59.43374,24.72367,,,,1238
1077,07302-1,"Tallinn-Väike",,59.41367,24.73718,,,,1077
1078,07303-1,"Tallinn-Väike",,59.41433,24.73849,,,,1078
1088,07409-1,"Tallinn-Väike",,59.41419,24.73841,,,,1088
1772,10905-1,"A. Adamsoni",,59.43306,24.73439,,,,1772
1983,21104-1,"Balti jaam",,59.43956,24.73790,,,,1983
1771,10904-1,"Hotell Tallinn",,59.43427,24.73352,,,,1771
1769,10902-1,"Toompark",,59.43682,24.73333,,,,1769
1773,12405-1,"Tõnismägi",,59.43210,24.73629,,,,1773
4098,10701-3,"Reisisadama D-terminal",,59.44270,24.76475,,,,4098
13583,10705-1,"Reisisadama D-terminal",,59.44306,24.76665,,,,13583
143814,10706-1,"Reisisadama D-terminal",,59.44310,24.76675,,,,5983
1313,12218-1,"Maneeži",,59.43560,24.76103,,,,1313
1322,12401-1,"Vabaduse väljak",,59.43321,24.74426,,,,1322
1323,12402-1,"Vabaduse väljak",,59.43323,24.74397,,,,1323
1252,11306-1,"Vana-Lõuna",,59.42280,24.74592,,,,1252
1254,11308-1,"Veerenni",,59.42500,24.74758,,,,1254
1334,12607-1,"Liivalaia",,59.42744,24.74840,,,,1334
1355,13201-1,"Varre",,59.41964,24.75139,,,,1355
1326,12502-1,"Veerenni",,59.42558,24.74899,,,,1326
1358,13302-1,"Veerenni",,59.42418,24.74944,,,,1358
1356,13202-1,"Õilme",,59.42117,24.75080,,,,1356
1357,13301-1,"Õilme",,59.42111,24.75069,,,,1357
134191,12912-1,"Veduri",,59.41665,24.75316,,,,4277
134189,12910-1,"Viadukti",,59.41750,24.75983,,,,4275
134190,12911-1,"Viadukti",,59.41760,24.75872,,,,4276
3890,21211-1,"Viru keskus 1",,59.43580,24.75640,,,,3890
3891,21212-1,"Viru keskus 2",,59.43595,24.75667,,,,3891
3892,21213-1,"Viru keskus 3",,59.43605,24.75644,,,,3892
3893,21214-1,"Viru keskus 4",,59.43621,24.75672,,,,3893
3894,21215-1,"Viru keskus 5",,59.43647,24.75669,,,,3894
3895,21216-1,"Viru keskus 6",,59.43667,24.75665,,,,3895
1246,11204-1,"Lilleküla jaam",,59.42500,24.72978,,,,1246
14701,11207-1,"Uus Maailm",,59.42667,24.74168,,,,14701
10415,06805-1,"Järve",,59.40062,24.72457,,,,10415
10416,06804-1,"Järve",,59.40120,24.72523,,,,10416
10413,11205-1,"Lilleküla",,59.42565,24.72732,,,,10413
10414,11206-1,"Lilleküla",,59.42461,24.72836,,,,10414
10409,07410-1,"Tondi",,59.41094,24.73342,,,,10409
10410,07411-1,"Tondi",,59.41111,24.73367,,,,10410
876,02604-1,"Retke tee",,59.40296,24.70772,,,,876
1074,07209-1,"Sõjakooli",,59.40234,24.71850,,,,1074
1075,07210-1,"Sõjakooli",,59.40256,24.71710,,,,1075
1114,07905-1,"Hipodroom",,59.42829,24.70912,,,,1114
1132,08901-1,"Hipodroom",,59.42898,24.70719,,,,1132
1134,08903-1,"Mooni",,59.42768,24.71370,,,,1134
1135,08904-1,"Taksopark",,59.42747,24.72195,,,,1135
1136,08905-1,"Taksopark",,59.42777,24.71901,,,,1136
150409,00149-1,"Löwenruh",,59.41863,24.69285,,,,6289
1119,08201-1,"Laki",,59.41694,24.67974,,,,1119
1058,06904-1,"Kotka",,59.42119,24.72964,,,,1058
1059,06905-1,"Kotka",,59.42038,24.72980,,,,1059
1055,06901-1,"Ööbiku",,59.41541,24.73238,,,,1055
1065,07104-1,"Ööbiku",,59.41461,24.73251,,,,1065
1122,08204-1,"Forelli",,59.42010,24.68350,,,,1122
1124,08206-1,"Forelli",,59.42047,24.68364,,,,1124
1070,07205-1,"Nõmme tee",,59.41097,24.71607,,,,1070
1099,07706-1,"Nõmme tee",,59.41137,24.71459,,,,1099
1096,07703-1,"Vilja",,59.41259,24.70873,,,,1096
1062,07101-1,"Västriku",,59.40903,24.72502,,,,1062
1071,07206-1,"Västriku",,59.40897,24.72462,,,,1071
1117,08101-1,"Aiandi",,59.41482,24.69138,,,,1117
1115,07906-1,"Hipodroom",,59.42840,24.70343,,,,1115
1123,08205-1,"Löwenruh",,59.41790,24.69383,,,,1123
150408,00148-1,"Löwenruh",,59.41879,24.69506,,,,6288
1116,08001-1,"Marja",,59.42219,24.69833,,,,1116
1125,08302-1,"Marja",,59.42127,24.69693,,,,1125
1112,07903-1,"Välja",,59.42527,24.70106,,,,1112
1113,07904-1,"Välja",,59.42540,24.70077,,,,1113
1057,06903-1,"Hauka",,59.42174,24.72466,,,,1057
1107,07806-1,"Hauka",,59.42075,24.72354,,,,1107
1056,06902-1,"Koolimaja",,59.41840,24.72177,,,,1056
1093,07602-1,"Koolimaja",,59.41745,24.72066,,,,1093
1060,07001-1,"Nõmme tee",,59.41165,24.71574,,,,1060
1061,07002-1,"Räägu",,59.41500,24.71874,,,,1061
1101,07708-1,"Räägu",,59.41433,24.71788,,,,1101
1133,08902-1,"Hipodroom",,59.42988,24.70637,,,,1133
1138,08907-1,"Lille",,59.43126,24.71241,,,,1138
1139,08908-1,"Lille",,59.43214,24.71359,,,,1139
1140,08909-1,"Ristiku",,59.43335,24.71944,,,,1140
1141,08910-1,"Ristiku",,59.43385,24.72119,,,,1141
1050,06701-1,"Energia",,59.39714,24.71033,,,,1050
1051,06702-1,"Energia",,59.39663,24.70986,,,,1051
3843,06704-1,"Energia",,59.39784,24.71067,,,,3843
1052,06703-1,"Tuisu",,59.40028,24.71106,,,,1052
1066,07201-1,"Tuisu",,59.40140,24.71112,,,,1066
1105,07804-1,"Koskla",,59.42459,24.71737,,,,1105
1106,07805-1,"Koskla",,59.42556,24.71774,,,,1106
1097,07704-1,"Linnu tee",,59.41336,24.70824,,,,1097
1098,07705-1,"Linnu tee",,59.41459,24.70867,,,,1098
1092,07601-1,"Tedre",,59.41932,24.71243,,,,1092
1102,07801-1,"Tedre",,59.41978,24.71316,,,,1102
1103,07802-1,"Tihase",,59.42272,24.71539,,,,1103
3842,06705-1,"Järve haigla",,59.39550,24.71556,,,,3842
1068,07203-1,"Marsi",,59.40530,24.71786,,,,1068
1069,07204-1,"Marsi",,59.40494,24.71651,,,,1069
1063,07102-1,"Tondi",,59.41050,24.73147,,,,1063
1064,07103-1,"Tondi",,59.41103,24.73226,,,,1064
1084,07406-1,"Tondi",,59.41132,24.73406,,,,1084
1072,07207-1,"Västriku",,59.40789,24.72484,,,,1072
1073,07208-1,"Västriku",,59.40781,24.72360,,,,1073
1108,07807-1,"Lilleküla jaam",,59.42425,24.72491,,,,1108
1109,07808-1,"Lilleküla jaam",,59.42392,24.72517,,,,1109
1137,08906-1,"Taksopark",,59.42801,24.72033,,,,1137
14380,07809-1,"Taksopark",,59.42636,24.72140,,,,14380
1142,08911-1,"Ülase",,59.43068,24.71809,,,,1142
1143,08912-1,"Ülase",,59.43097,24.71820,,,,1143
14429,16111-1,"Lendtähe",,59.44216,24.85441,,,,14429
14431,16107-1,"Lendtähe",,59.44158,24.85082,,,,14431
14432,16108-1,"Tähesaju tee",,59.44342,24.85946,,,,14432
14433,16112-1,"Tähesaju tee",,59.44375,24.86183,,,,14433
10872,13709-1,"Vesse",,59.42306,24.81916,,,,10872
10873,13710-1,"Vesse",,59.42300,24.81913,,,,10873
10877,13411-1,"Ülemiste",,59.42338,24.79508,,,,10877
10878,13412-1,"Ülemiste",,59.42330,24.79581,,,,10878
1400,14503-1,"Betooni",,59.42632,24.85092,,,,1400
1401,14504-1,"Betooni",,59.42588,24.85099,,,,1401
1386,13901-1,"Betooni põik",,59.42401,24.85646,,,,1386
1387,13902-1,"Betooni põik",,59.42380,24.85649,,,,1387
1398,14501-1,"Gaasi",,59.43054,24.84805,,,,1398
1399,14502-1,"Gaasi",,59.43086,24.84761,,,,1399
1388,14001-1,"Sõstramäe",,59.42624,24.86666,,,,1388
1389,14002-1,"Sõstramäe",,59.42630,24.86749,,,,1389
1488,16503-1,"Iru hooldekodu",,59.45294,24.90529,,,,1488
130347,16510-1,"Iru hooldekodu",,59.45296,24.90532,,,,213
143177,16512-1,"Kuuskivi",,59.45066,24.89783,,,,5968
143544,16512-2,"Kuuskivi",,59.45067,24.89794,,,,5975
1458,15603-1,"J. Smuuli tee",,59.43487,24.83045,,,,1458
3674,15606-1,"J. Smuuli tee",,59.43328,24.83136,,,,3674
1453,15308-1,"Kalevipoja",,59.43582,24.82900,,,,1453
1457,15602-1,"Kalevipoja",,59.43683,24.82854,,,,1457
1443,15201-1,"Liikuri",,59.44180,24.82284,,,,1443
1511,17601-1,"Liikuri",,59.44344,24.82215,,,,1511
12992,13806-1,"Ruunaoja",,59.41695,24.84472,,,,12992
1397,14406-1,"Sõjamäe raba",,59.43054,24.83457,,,,1397
1404,14603-1,"Sõjamäe raba",,59.43052,24.83396,,,,1404
12993,14606-1,"Vesse",,59.42853,24.83569,,,,12993
12995,14607-1,"Vesse",,59.42719,24.83769,,,,12995
13083,14608-1,"Vesse parkla",,59.42888,24.83702,,,,13083
13198,14609-1,"Vesse parkla",,59.42906,24.83806,,,,13198
1473,16102-1,"K. Kärberi",,59.44509,24.87733,,,,1473
1474,16103-1,"K. Kärberi",,59.44535,24.87959,,,,1474
1483,16303-1,"Priisle",,59.44748,24.89134,,,,1483
1486,16501-1,"Priisle",,59.44781,24.89321,,,,1486
4029,16506-1,"Priisle",,59.44721,24.89720,,,,4029
1475,16104-1,"Reinu",,59.44635,24.88588,,,,1475
1481,16301-1,"Reinu",,59.44638,24.88651,,,,1481
138213,13511-1,"Ülemiste linnak",,59.42085,24.79939,,,,19
138214,13512-1,"Ülemiste linnak",,59.42074,24.79956,,,,254
1394,14402-1,"Kuuli",,59.43575,24.85807,,,,1394
1469,16002-1,"Kuuli",,59.43644,24.85806,,,,1469
4008,16206-1,"Kiviku",,59.44300,24.88151,,,,4008
4019,16110-1,"Kiviku",,59.44363,24.88089,,,,4019
4022,16206-2,"Kiviku",,59.44311,24.88244,,,,4022
4037,16105-1,"Kiviku",,59.44416,24.88378,,,,4037
1454,15501-1,"Kotka kauplus",,59.43985,24.83077,,,,1454
1456,15601-1,"Kotka kauplus",,59.43951,24.83268,,,,1456
1437,15105-1,"Kumu",,59.43526,24.79820,,,,1437
1438,15106-1,"Kumu",,59.43473,24.79915,,,,1438
1462,15702-1,"Laagna",,59.44037,24.84323,,,,1462
1465,15801-1,"Laagna",,59.44002,24.84479,,,,1465
13026,15111-1,"Mehaanikakool",,59.43567,24.80616,,,,13026
1472,16101-1,"Mustakivi",,59.44316,24.87191,,,,1472
1476,16201-1,"Mustakivi",,59.44280,24.87559,,,,1476
150703,16201-2,"Mustakivi",,59.44281,24.87513,,,,6314
1444,15202-1,"Paesilla",,59.43868,24.81715,,,,1444
1445,15203-1,"Paesilla",,59.43821,24.81744,,,,1445
4033,16505-1,"Priisle",,59.44652,24.89653,,,,4033
135290,16404-1,"Priisle",,59.44656,24.89850,,,,4541
4026,16403-1,"Rauna",,59.44479,24.88995,,,,4026
4035,16304-1,"Rauna",,59.44534,24.89062,,,,4035
14254,16106-1,"Sabatähe",,59.44130,24.85843,,,,14254
3846,16006-1,"Taevakivi",,59.44134,24.86183,,,,3846
12120,16008-1,"Taevakivi",,59.44241,24.86513,,,,12120
138215,13513-1,"Lennujaam",,59.41814,24.79954,,,,708
138868,13514-1,"Lennujaam",,59.41843,24.79845,,,,5720
138869,13513-2,"Lennujaam",,59.41821,24.79905,,,,5721
1461,15701-1,"Loitsu",,59.44401,24.83974,,,,1461
1508,17401-1,"Loitsu",,59.44433,24.83911,,,,1508
1455,15502-1,"Vana-Kuuli",,59.44322,24.82953,,,,1455
1503,17001-1,"Kuristiku",,59.44946,24.86820,,,,1503
1504,17002-1,"Kuristiku",,59.44956,24.86948,,,,1504
145582,16908-1,"Linnamäe tee",,59.44844,24.86403,,,,6019
1496,16801-1,"Priisle kauplus",,59.44962,24.87972,,,,1496
1497,16802-1,"Priisle kauplus",,59.44932,24.88133,,,,1497
1477,16202-1,"Mahtra",,59.43925,24.87470,,,,1477
1478,16203-1,"Mahtra",,59.43945,24.87618,,,,1478
1418,14801-1,"Majaka",,59.42997,24.78653,,,,1418
1419,14802-1,"Majaka",,59.42996,24.78656,,,,1419
1420,14803-1,"Majaka",,59.42989,24.78634,,,,1420
1421,14804-1,"Majaka",,59.42990,24.78632,,,,1421
1424,14901-1,"Majaka põik",,59.42656,24.79662,,,,1424
1425,14902-1,"Majaka põik",,59.42651,24.79640,,,,1425
1426,14903-1,"Majaka põik",,59.42629,24.79754,,,,1426
1422,14805-1,"Sikupilli",,59.42811,24.79212,,,,1422
1423,14806-1,"Sikupilli",,59.42806,24.79187,,,,1423
3679,14809-1,"Sikupilli",,59.42805,24.79190,,,,3679
4320,14810-1,"Sikupilli",,59.42812,24.79209,,,,4320
4053,17201-1,"Kurina",,59.44786,24.86040,,,,4053
137667,16906-1,"Linnamäe tee",,59.44848,24.86223,,,,5615
145581,16907-1,"Linnamäe tee",,59.44781,24.86215,,,,5758
1498,16901-1,"Läänemere tee",,59.45044,24.86073,,,,1498
1507,17103-1,"Läänemere tee",,59.45040,24.86019,,,,1507
1489,16504-1,"Iru",,59.46019,24.90493,,,,1489
1499,16902-1,"Jussi",,59.45403,24.86190,,,,1499
1500,16903-1,"Jussi",,59.45411,24.86266,,,,1500
1505,17101-1,"Katleri",,59.45131,24.84782,,,,1505
1506,17102-1,"Katleri",,59.45122,24.84953,,,,1506
1494,16703-1,"Kelluka tee",,59.45483,24.87905,,,,1494
1495,16704-1,"Kelluka tee",,59.45474,24.87934,,,,1495
1501,16904-1,"Kose tee",,59.45502,24.87129,,,,1501
1502,16905-1,"Kose tee",,59.45483,24.86958,,,,1502
1513,17801-1,"Lasnamägi",,59.44434,24.81334,,,,1513
1514,17802-1,"Lasnamägi",,59.44502,24.81560,,,,1514
13727,17504-1,"Loopealse",,59.45219,24.83799,,,,13727
13728,17507-1,"Loopealse",,59.45178,24.83969,,,,13728
13328,17506-1,"Meeliku",,59.45111,24.83336,,,,13328
13329,17503-1,"Meeliku",,59.45072,24.83306,,,,13329
1509,17501-1,"Paevälja",,59.44820,24.82699,,,,1509
1510,17502-1,"Paevälja",,59.44845,24.82882,,,,1510
1470,16003-1,"Osmussaare",,59.43554,24.86399,,,,1470
1471,16004-1,"Osmussaare",,59.43587,24.86653,,,,1471
1459,15604-1,"P. Pinna",,59.43551,24.83673,,,,1459
1412,14707-1,"Kiive",,59.43011,24.80735,,,,1412
1441,15109-1,"Kiive",,59.42984,24.80634,,,,1441
1430,14907-1,"Pae",,59.42686,24.80122,,,,1430
1451,15306-1,"Paesilla",,59.43785,24.81894,,,,1451
1448,15303-1,"Uus-Pae",,59.43568,24.81921,,,,1448
1449,15304-1,"Uus-Pae",,59.43563,24.81826,,,,1449
1450,15305-1,"Paesilla",,59.43794,24.81773,,,,1450
1452,15307-1,"Paesilla",,59.43855,24.81988,,,,1452
1433,15101-1,"Asunduse",,59.43096,24.79240,,,,1433
1434,15102-1,"Asunduse",,59.43111,24.79306,,,,1434
1435,15103-1,"Pallasti",,59.43328,24.79722,,,,1435
1436,15104-1,"Pallasti",,59.43415,24.79830,,,,1436
1390,14003-1,"Paneeli",,59.42826,24.86962,,,,1390
1391,14004-1,"Paneeli",,59.42839,24.86964,,,,1391
1392,14302-1,"Pikamägi",,59.43359,24.86562,,,,1392
1393,14303-1,"Pikamägi",,59.43353,24.86593,,,,1393
10791,14505-1,"Gaasi",,59.43148,24.84910,,,,10791
10792,14405-1,"Gaasi",,59.43164,24.84848,,,,10792
1416,14711-1,"Jüriöö park",,59.42713,24.82017,,,,1416
1417,14712-1,"Jüriöö park",,59.42686,24.82142,,,,1417
3395,14808-1,"Kivimurru",,59.42507,24.79489,,,,3395
7158,14301-1,"Kuuli",,59.43325,24.86066,,,,7158
10342,14401-1,"Kuuli",,59.43347,24.85874,,,,10342
10797,14305-1,"Lagedi tee",,59.44105,24.89799,,,,10797
10798,14310-1,"Lagedi tee",,59.44115,24.89745,,,,10798
1427,14904-1,"Pae",,59.42570,24.79719,,,,1427
1428,14905-1,"Pae",,59.42620,24.80102,,,,1428
1429,14906-1,"Pae",,59.42586,24.80173,,,,1429
13012,13010-1,"Peterburi tee",,59.42416,24.78808,,,,13012
10793,16005-1,"Pikamägi",,59.43542,24.86854,,,,10793
10794,14309-1,"Pikamägi",,59.43514,24.86986,,,,10794
9815,14604-1,"Silde",,59.42949,24.84058,,,,9815
9816,14605-1,"Silde",,59.42941,24.84011,,,,9816
1405,14701-1,"Suur-Paala",,59.42690,24.81404,,,,1405
1407,14702-1,"Suur-Paala",,59.42670,24.81422,,,,1407
1408,14703-1,"Suur-Paala",,59.42681,24.81464,,,,1408
1409,14704-1,"Suur-Paala",,59.42667,24.81591,,,,1409
1402,14601-1,"Vesse",,59.42982,24.83755,,,,1402
1403,14602-1,"Vesse",,59.42945,24.83745,,,,1403
1410,14705-1,"Väike-Paala",,59.42629,24.80956,,,,1410
1411,14706-1,"Väike-Paala",,59.42646,24.80806,,,,1411
1431,14908-1,"Väike-Paala",,59.42638,24.80720,,,,1431
1432,14909-1,"Väike-Paala",,59.42655,24.80768,,,,1432
10799,14306-1,"Väo",,59.43926,24.88758,,,,10799
